,specimen_id,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_surface,soma_aligned_dist_from_pia,axon_over_basal_dendrite_extent_x,axon_over_basal_dendrite_extent_y,axon_extent_x_over_y,basal_dendrite_extent_x_over_y,axon_over_basal_dendrite_ratio_xy,axon_branch_freq
0,569871062,45.85039984,105.5245088,-403.1003998,-475.5228452,-375.0798302,-366.3055439,8.731638837,10.67448781,0.402549463,326.8027909,102.1213566,0.644566301,0,0.355433699,16,202.7945418,632.5802317,0.758834026,73,0.255234297,0,3231.327451,26.33647829,-21.00016535,5,94.62040656,93.29096504,0,0.362720403,0.637279597,4,71.49800735,103.25737,0.810328201,0.781472843,19,0.438287154,0.496221662,0.2,0.8,0,539.7955475,1325.849617,1081.139456,154.8525552,3.453829917,1.094654306,3.200141496,1.014250485,3.155178669,2.259133471
1,643397120,152.9124674,209.3779749,-519.7134695,-78.08277431,99.45004726,-420.5696637,8.108180143,14.38644041,0.376411287,482.8820103,571.0612381,0.021079411,0,0.978920589,24,468.9991643,1201.923114,0.90464552,107,0.185898601,0.367981101,9050.272656,56.88945702,-39.72940557,6,246.0754566,568.7905943,0,0.05729927,0.94270073,5,315.9515769,488.5613265,0.754568189,0.857550347,26,0.432846715,0.554014599,0.166666667,0.666666667,0.166666667,3775.231689,10212.52309,967.6898371,891.1644887,1.962333087,1.003992056,0.84558709,0.432629265,1.954530492,1.182284822
2,650077366,147.8375065,-667.6665131,48.45339748,-390.7243123,-184.3825239,-208.7267595,36.96314326,0,0.514325792,283.6541331,897.1665462,0,0.28939218,0.71060782,21,799.618999,1105.812129,0.828460169,117,0.042779714,0.836236934,6271.005491,85.75362577,32.69886741,3,189.9599524,464.0483465,0.338345865,0,0.661654135,5,265.9237363,332.3472979,0.874831537,0.862159091,25,0.442241969,0.460013671,0.333333333,0.333333333,0.333333333,1760.017469,4760.551362,1166.04047,278.2418603,1.493231229,1.933347146,0.316166641,0.409353797,0.772355462,1.86572951
3,656933853,158.0343611,-155.2401223,-804.5360612,-443.7895029,204.2339275,661.1316593,3.148792607,0,0.631327688,738.2776696,544.2600518,0.020369529,0.002574587,0.977055884,12,483.7717253,631.8237094,0.884568838,211,0.295320309,0.761017719,18401.71055,59.95458964,-187.3024334,5,286.2593024,412.100865,0,0,1,10,331.6185845,462.1130575,0.818702032,0.573896951,33,0.292553191,0.749240122,0.4,0.4,0.2,3527.886446,6307.312302,807.0110514,1114.447916,2.579052151,1.320696213,1.356479622,0.694634073,1.952797415,1.146632534
4,665718254,117.9478687,-301.4943526,-207.3695558,-34.27820954,-280.9487942,-203.8416043,29.88474865,11.78633552,0.717654333,158.4283971,923.9600975,0,0.340771493,0.659228507,16,622.4093919,816.0208613,0.84066923,161,0.052240097,0.621345788,8259.922722,3.356586389,167.1090388,4,79.07393513,464.5043155,0.003641661,0,0.996358339,6,318.3430765,359.9091087,0.862458635,0.996200385,24,0.43627094,0.361252731,0.25,0.75,0,1936.138769,6052.96657,816.29767,573.8508672,2.003547652,1.989131353,0.171466709,0.17023294,1.007247535,1.949170778
5,681546151,9.051123131,-467.2123136,-249.1829598,-11.89108526,-99.03079088,-266.7348508,56.6145102,11.41771642,0.577234174,230.4180662,1267.977673,0.120432196,0.632754644,0.24681316,16,896.4519028,1032.87786,0.874839344,157,0.235522642,0.792278742,9807.362469,26.3303805,23.53280842,5,206.8375194,387.5947695,0,0,1,7,225.5684944,323.7502545,0.672909068,0.643701007,49,0.480829016,0.493264249,0.2,0.4,0.4,3482.124039,7060.777566,756.5278875,422.4776317,1.114005171,3.271400372,0.181720918,0.533643732,0.340528534,1.600838151
6,685766680,134.7512728,-606.6719144,-390.1171877,-453.5659568,-350.7864997,-306.8945305,22.35610991,0,0.729784526,131.5867189,602.1667822,0,0,1,7,618.7950167,705.8202809,0.8617232,13,0,1,1158.507278,92.91766525,58.13813292,3,180.055366,385.9999444,0.517936118,0.041277641,0.440786241,6,232.1990068,285.920723,0.875929604,0.618047445,35,0.197926484,0.236098021,0.333333333,0.333333333,0.333333333,2533.939287,4929.522434,514.2776202,319.7651615,0.730812537,1.560017795,0.218522049,0.466464746,0.468464231,1.12213365
7,685780246,2.543907284,-1209.308027,-321.2785768,-62.48067253,-218.6086155,-217.0837326,109.3339048,13.79984626,0.955877697,370.6679917,1195.579176,0,0.788877266,0.211122734,18,1210.85893,1296.105796,0.881286735,153,0.17974198,1,7097.423503,79.47314638,24.60764454,4,265.0559869,517.0824787,0.803897686,0,0.196102314,4,285.6642775,315.3487419,0.914772471,0.593895014,20,0.3727162,0.204628502,0.5,0,0.5,1949.728411,3624.923051,419.7879562,307.4313367,1.398451686,2.312163388,0.310032158,0.512599049,0.604823903,2.155711857
8,685790763,83.1869554,169.4763475,-658.4926834,-446.1312604,-46.52344978,304.4912533,17.08723856,0,0.556446552,630.1485344,717.6041289,0.136667031,0.001750739,0.86158223,23,445.4866933,808.2121435,0.843529315,231,0.375642849,0.441186125,12997.00812,114.3088723,14.3066003,6,270.5762678,538.5454919,0,0,1,5,294.1057258,337.9557615,0.904571514,0.688990714,32,0.426323868,0.566001535,0.333333333,0.5,0.166666667,3491.225774,7523.394965,792.2429907,1338.42995,2.328912803,1.33248563,0.878128357,0.502420449,1.747795812,1.77733212
9,685806972,280.3680233,-308.820449,486.3577278,-441.4890628,-21.50649771,-130.1274127,8.269926865,14.62904214,0.896771934,950.5629167,675.3390134,0.004319402,0,0.995680598,18,626.5866638,1634.893176,0.840270506,119,0.271538641,0.62993229,11274.48105,98.28923475,-464.7008716,6,318.4445768,753.6154048,0,0.04656539,0.95343461,4,619.7201514,714.1730056,0.865085413,0.66415327,34,0.295244386,0.720607662,0.333333333,0.333333333,0.333333333,3655.311092,7660.050798,806.2067143,322.7994981,2.985018386,0.896132177,1.407534435,0.422555822,3.331002348,1.055480953
