spec_id,cell_name_label,slice,Block,Donor,structure,lobe,condition,condition2,morpho_call,topLeaf,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,width_suprathresh_ramp,upstroke_ramp,downstroke_ramp,postap_slope_ramp,threshold_i_ramp,trough_deltav_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,width_suprathresh_short_square,upstroke_short_square,downstroke_short_square,postap_slope_short_square,fast_trough_deltav_short_square,peak_deltav_short_square,v_baseline,rheobase_i,fi_fit_slope,sag,sag_peak_t,sag_area,vm_for_sag,input_resistance,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,width_rheo,width_suprathresh_rheo,upstroke_rheo,downstroke_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,isi_norm_sq_var_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,width_hero,width_suprathresh_hero,upstroke_hero,downstroke_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_peak_t_depol,sag_area_depol,adapt_mean,isi_cv_mean,isi_norm_sq_var_mean,adapt_max,isi_cv_max,isi_norm_sq_var_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,peak_v_adapt_ratio,threshold_v_adapt_ratio,fast_trough_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,trough_deltav_rheo,trough_deltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,sag_tau,peak_ratio_chirp,peak_freq_chirp,3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp
820061176,H19.03.004.99.01.04.02.06,H19.03.004.99.01.04.02,H19.03.004.99,H19.03.004,TemL,TemL,culture,culture,,Inh L1-3 SST CALB1,0.913491965,-19.74374962,0.00162,0.0011,37.74138697,-41.31551059,-0.560463708,50.125,-18.22500038,-17.08125114,30.4375,2.128973068,-31.64375114,0.00082,0.0007,198.7010019,-93.33185323,-0.052659569,-13.75625038,58.80000114,-60.07882661,40,0.104999997,0.37913987,0.03246,2.128413438,-101.625,346.4452624,0.015170448,0.05006,1,,1.764324967,-25.05000114,0.00096,0.00074,132.5654004,-75.13661198,0.54196909,-42.70000458,,0.078087002,7,0.01466,0.022186667,0.0222,0.258266848,0.009449446,1.961050265,-31.45625114,0.00084,0.00072,174.5689457,-89.01808833,1.691144076,0.19858156,0.289242238,0.08798,3.288049688,0.10064414,0.244410052,0.014961955,0.14565643,0.258266848,0.027064075,1.843797856,1.523809524,0.359368785,0.580164065,0.598386694,0.671965031,0.851299453,0.19858156,-0.118747711,-0.031253815,-17.76875114,-10.90000343,-17.65000343,-10.86874962,46.88750267,57.02500343,,77.04160247,0.091504179,,,,,,,,,
894610619,H19.03.314.1A.03.09,H19.03.314.1A.03,H19.03.314.1A,H19.03.314,MTG,TemL,culture,culture_immune,DBC,Inh L1-3 SST CALB1,0.826724131,-15.73125076,0.00092,0.00092,37.88960398,-45.8310125,-0.515177161,232,-25.55625153,-25.28749847,23.86250019,1.864337143,-32.70000076,0.0007,0.00056,260.3004037,-139.620886,-0.068816934,-22.85624695,68.70000458,-59.9021528,160,0.114261576,0.543536842,0.03722,1.044404531,-78.5,164.8436636,0.015449475,0.01972,1,,1.878835261,-30.56250191,0.0007,0.00056,259.1622027,-137.9376937,0.755201263,-54.48749924,,,2,0.01304,0.01974,0.01974,0,,1.838600918,-31.35624886,0.0007,0.00058,256.9176382,-139.7354019,0.910857759,0.093939394,0.142562017,0.07914,1.071279844,0.017267334,0.162103985,0.024025145,0.032201056,0.678042747,0.066445485,1.247933884,1.352941176,0.539612704,0.646685998,0.769608641,0.766783159,0.902511204,0.133399209,-0.168754578,-0.150001526,-24.09375191,-22.63750267,-23.92499733,-22.48750114,66.58749962,67.24999809,,50.6585613,0.040322065,,,,,,,,,
851826399,H19.03.307.99.01.02.01.04,H19.03.307.99.01.02.01,H19.03.307.99,H19.03.307,SFG,FroL,culture,culture,,Inh L1-3 SST CALB1,3.401462538,-29.15416718,0.001366667,0.00118,164.0078382,-48.24650089,-1.093127824,38.875,-16.26666641,-12.51250203,53.98333422,3.360523504,-29.51562595,0.00133,0.00104,191.5274754,-56.95419384,-1.288923027,-22.78124905,53.82812691,-59.88807416,40,0.454999988,0.274347395,0.03984,2.009857031,-100.2000046,420.0285375,0.014168718,0.05036,7,0.13031,3.361841386,-30.18125153,0.00136,0.00114,178.5221429,-53.10248832,-0.349659329,-39.56875229,,0.007337241,26,0.0145,0.0380392,0.03666,0.123256134,0.001463875,3.445099595,-29.28750229,0.00126,0.00112,185.1571878,-53.74509001,-0.235406321,0.240937224,0.226805821,0.207,1.058631563,0.014481392,0.130138797,0.002191949,0.034945492,0.148106813,0.003134982,1.037742207,1.029411765,0.760704909,0.870410259,0.98448057,0.910747495,0.862630951,0.130016623,-1.212505341,-0.537502289,-18.21250153,-11.83750153,-16.99999619,-11.29999924,55.15000153,56.20000267,8.428860418,31.44654088,0.138740807,,,,,,,,,
893647190,H19.03.314.1A.01.05,H19.03.314.1A.01,H19.03.314.1A,H19.03.314,MTG,TemL,culture,culture_immune,DBC,Inh L1-3 SST CALB1,1.534304524,-24.74583308,0.000833333,0.000613333,142.9761172,-92.8609036,-1.06543406,117.3333308,-26.11250432,-23.61041768,43.82500076,1.822744687,-37.53125381,0.00062,0.0005,290.4965953,-159.3731681,-0.333784374,-19.8687439,65.53125381,-64.54010162,70,0.334110169,0.481467903,0.03328,0.898625781,-83.8500061,170.5937982,0.015446899,0.05432,1,,1.958130508,-35.07500076,0.00064,0.00054,280.2456767,-143.1189982,-0.713125766,-55.50000381,-55.63750458,0.111776447,3,0.026,0.04008,0.04008,0.111776447,0.012493974,1.966124079,-36.24374771,0.00064,0.00052,286.2440191,-145.5879729,0.722990648,0.050224215,0.428530782,0.10814,2.116404688,0.050961014,0.245879893,0.020313543,0.111776447,1.067932512,0.06227858,1.520059435,1.193548387,0.691876329,0.789646756,0.856378187,0.814048266,0.945345956,0.058162268,-0.481246948,-0.268749237,-20.90625,-19.55625534,-20.42500305,-19.2875061,64.73125267,64.96875,,28.08988764,0.030196816,,,,,,,,,
855465998,H19.03.308.99.02.06.01.05,H19.03.308.99.02.06.01,H19.03.308.99,H19.03.308,ITG,TemL,culture,culture_immune,,Inh L1-3 SST CALB1,1.855457587,-35.59375254,0.00096,0.000733333,172.7904113,-93.05860457,-0.451508806,19.54166667,-23.93750127,-23.51458232,58.42917061,2.172352653,-40.13125038,0.00084,0.00069,242.2130524,-111.4829898,-0.415577386,-20.34687614,67.5187521,-55.48828888,10,0.568821297,0.360916495,0.0368,1.2826625,-98.30000305,277.6663899,0.016310074,0.17926,1,,2.006121068,-36.60000229,0.00092,0.0007,197.6441735,-98.52056125,-0.651043346,-59.35625458,,0.018215925,23,0.0148,0.042396364,0.03914,0.23078409,0.001160494,2.195483851,-39.42499924,0.00084,0.00068,238.4727351,-108.6196717,0.082475814,0.054471033,,,,0.037770741,0.307262289,0.038516454,0.10965304,0.91609766,0.186987975,1.169524176,1.255813953,0.579347117,0.713843443,0.715901221,0.873969853,0.963683358,0.022793837,-0.46875,-0.237503052,-23.22500229,-20.13750458,-22.75625229,-19.90000153,61.78125381,66.73125076,,33.89830508,0.040413717,,,,,,,,,
855775470,H19.03.308.99.02.06.01.08,H19.03.308.99.02.06.01,H19.03.308.99,H19.03.308,ITG,TemL,culture,culture_immune,,Inh L1-3 SST CALB1,2.085900906,-50.0020841,0.001026667,0.00084,161.9966366,-77.76220071,-0.583392658,38.95833333,-18.46250025,-17.97500229,54.78333412,2.082899969,-52.15000153,0.00094,0.00078,189.3909338,-90.92656231,-0.801846461,-19.81250763,58.85000181,-69.60930487,29.99999809,0.708478778,0.451048285,0.04246,1.870375313,-102.9625092,438.343823,0.020254927,0.0618,12,0.084325455,1.896661956,-46.48125076,0.00088,0.00074,192.2525685,-101.3636446,-0.3727464,-64.63749695,-62.51875305,0.004629524,37,0.00986,0.027233889,0.02765,0.107043415,0.001705403,2.096334259,-51.55625153,0.00082,0.0007,248.1810828,-118.3881252,-0.427355323,0.106316448,0.274217367,0.08008,0,0.060196087,0.182907493,0.012103894,0.216914286,0.403353811,0.058689018,1.145741652,1.068181818,0.779598465,0.962837775,0.885768749,0.977948147,0.969230859,0.042099924,-0.368751526,-0.318756104,-21.73125076,-18.31250763,-21.36249924,-17.99375153,59.61250019,70.95625305,12.95001295,43.25259516,0.062719247,,,,,,,,,
855827363,H19.03.308.99.02.06.01.11,H19.03.308.99.02.06.01,H19.03.308.99,H19.03.308,ITG,TemL,culture,culture,,Inh L1-3 SST CALB1,1.734626066,-34.96875381,0.000773333,0.000593333,237.0772012,-136.6745983,-0.650198103,18.91666667,-27.09374746,-26.38124593,67.61458842,1.897062842,-39.48749924,0.0007,0.00056,293.1891789,-154.5490072,-0.997711156,-23.76874924,75.60624695,-59.20595469,20,0.65714293,0.389428645,0.04964,1.614520625,-98.98749542,342.3435986,0.026856674,0.09912,5,0.145785,1.824473769,-33.59999847,0.00076,0.00058,252.9391882,-138.6367907,-0.862596277,-58.97499847,,0.005593279,30,0.01736,0.033106897,0.03244,0.080505518,0.000481104,1.864055474,-38.28750229,0.0007,0.00056,290.1361762,-155.6478229,0.365594954,0.073854447,0.175237343,0.1994,0,0.020218121,0.096520492,0.002118275,0.076738827,0.160664702,0.009075939,1.588344126,1.052631579,0.781673303,0.930377224,0.863097459,0.975260552,0.984488045,0.022597554,-0.743747711,-0.25,-27.58125305,-22.73125076,-26.83750534,-22.48125076,68.38749695,74.65000534,9.254118083,36.87315634,0.036381838,,,,,,,,,
872139724,H19.03.311.99.02.05.01.01,H19.03.311.99.02.05.01,H19.03.311.99,H19.03.311,TemL,TemL,culture,culture_immune,,Inh L1-3 SST CALB1,1.654474502,-29.94791857,0.000546667,0.000433333,278.718714,-168.4303925,0.022744392,104.2916667,-26.59791756,-25.38958422,55.23750305,1.774505025,-36.85000229,0.00048,0.00042,363.8816009,-205.0609019,-0.080965339,-21.97500229,65.1312542,-59.30201378,100,0.349999985,0.538159847,0.02606,0.545291094,-72.09999847,114.281252,0.009604495,0.05962,1,,1.690968024,-31.30000114,0.00054,0.00042,305.605588,-180.7281886,0.300164176,-55.92499924,-55.50625229,0.021328829,16,0.01606,0.064144,0.06484,0.176732366,0.003942585,1.743128228,-34.28750229,0.0005,0.00042,339.9828354,-195.0417817,0.521877665,0.021246052,0.29207772,0.06804,0.736976797,0.047319764,0.280012856,0.014764785,0.105211802,0.52521785,0.0393992,2.15835368,1.115384615,0.824367704,0.882465908,0.928032022,0.933595309,0.977066727,0.005817378,-0.256252289,-0.231246948,-24.88125038,-23.11249542,-24.62499809,-22.88124847,57.87500191,61.75000381,,26.15062762,0.024978559,,,,,,,,,
966905488,H19.06.363.11.51.01.04,H19.06.363.11.51.01,H19.06.363.11,H19.06.363,OccL,OccL,culture,culture,DBC,Inh L1-3 SST CALB1,2.016688315,-36.18541718,0.00078,0.000646667,195.18194,-96.79315055,-0.790980995,30.0416654,-19.81666946,-16.00624975,52.86041705,2.016749694,-41.03125381,0.00068,0.00058,231.2821635,-114.6806489,-0.604694091,-14.40624619,56.58750439,-59.86377687,26,0.672861612,0.572767794,0.0273,1.195034922,-88.3812561,251.281321,0.012439103,0.12778,1,,2.038105483,-35.32500076,0.00076,0.00064,211.6138454,-103.8287013,-0.682652271,-52.80000305,,0.006474216,36,0.01394,0.027957714,0.02788,0.12688606,0.001301377,1.99219676,-38.26875305,0.00068,0.0006,222.1610469,-111.515615,0.366498003,0.151941098,0.407952994,0.12822,1.491065625,0.060957582,0.153959477,0.012618906,0.217538221,0.217538221,0.047322877,1.183206107,1.117647059,0.847739721,0.86538813,0.936992456,0.980540918,0.966579816,0.135056425,-3.662498474,-0.137500763,-21.13750076,-13.57499695,-17.47500229,-13.43749619,55.30000114,56.56250191,,52.02913632,0.02516016,1.598555088,3.15093898,7.252161144,0.460716009,0.288207769,1.950581273,-0.234309301,0.109901428,0.004433986
893655882,H19.03.314.1A.02.07,H19.03.314.1A.02,H19.03.314.1A,H19.03.314,MTG,TemL,culture,culture_immune,SMC,Inh L1-3 SST CALB1,2.719230277,-28.28500137,0.000788,0.000644,332.4343042,-122.2423604,-0.732447841,107.275,-25.26000061,-23.42999954,76.51875229,3.031253654,-37.85416667,0.000753333,0.000666667,383.7912528,-126.625747,-0.362789953,-15.24583562,87.00833511,-64.92969371,38,0.037946513,0.346880347,0.06512,1.670276875,-92.4750061,233.6327434,0.025320528,0.19352,1,,2.961509578,-33.84999847,0.00078,0.00066,374.6580173,-126.5091358,-0.683123795,-53.61249924,,,2,0.03424,0.0647,0.0647,0,,2.99074628,-36.45624924,0.00076,0.00064,388.6340358,-129.9455051,0.144434669,0.033982082,0.282926887,0.21024,1.273125156,0.36055033,0.598954758,0.168384596,0.589688835,1.045524148,0.347732922,15.51570881,1.138888889,0.66960697,0.815909268,0.86289515,0.694841991,0.920959331,0.016742394,-4.550003052,-0.199996948,-24.31250381,-17.3125,-19.76250076,-17.11250305,83.04375076,86.35000229,,15.45595054,0.092528995,,,,,,,,,
