specimen_id,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,width_suprathresh_ramp,upstroke_ramp,downstroke_ramp,postap_slope_ramp,threshold_i_ramp,trough_deltav_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,width_suprathresh_short_square,upstroke_short_square,downstroke_short_square,postap_slope_short_square,fast_trough_deltav_short_square,peak_deltav_short_square,v_baseline,rheobase_i,fi_fit_slope,sag,sag_peak_t,sag_area,vm_for_sag,input_resistance,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,width_rheo,width_suprathresh_rheo,upstroke_rheo,downstroke_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,isi_norm_sq_var_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,width_hero,width_suprathresh_hero,upstroke_hero,downstroke_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_peak_t_depol,sag_area_depol,adapt_mean,isi_cv_mean,isi_norm_sq_var_mean,adapt_max,isi_cv_max,isi_norm_sq_var_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,peak_v_adapt_ratio,threshold_v_adapt_ratio,fast_trough_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,trough_deltav_rheo,trough_deltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,sag_tau,peak_ratio_chirp,peak_freq_chirp,3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp
611610593,2.53927988,-37.23437691,0.00088,0.00075,140.0868213,-55.1861416,-1.152068716,14.93749952,-17.07812691,-9.218748093,34.75000179,2.235530631,-37.09375305,0.0006,0.000536,294.9151728,-131.9667659,-0.521815913,-12.65000076,60.3000042,-60.56935409,10,0.421844661,0.052173663,0.11312,0,-101.5625076,416.1222577,0.038356496,0.23238,1,,2.616672073,-38.87500381,0.0007,0.00064,298.734026,-114.1656339,-0.521053705,-49.9375,,0.033276684,16,0.02384,0.064742667,0.06612,0.240293951,0.00215504,2.201217384,-36.46875,0.0007,0.00062,196.8206174,-89.41443896,-0.746014541,0.149805001,0.10384535,0.28222,0,0.0840756,0.232462477,0.020474328,0.360822922,0.46269115,0.130193181,1.765851379,1.142857143,0.87720476,0.822419422,0.985310735,0.967266776,0.985018728,0.104896339,-7.687503815,-1.562503815,-18.75,-10.56250381,-11.06249619,-9,66.00000381,44.87500095,,29.17152859,,,,,,,,,,
611822895,1.98864906,-41.85937691,0.00067,0.00055,214.9314796,-108.0857715,-0.818862359,15.75,-16.90625191,-16.03125191,51.37500238,1.835579226,-40.73828268,0.00066,0.0004975,240.0634478,-133.7333064,-0.972798426,-21.38281441,56.0429704,-60.06634805,20,0.437526166,0.192779079,0.0726,2.65322,-98.93750763,391.7969763,0.028177128,0.15512,4,0.206573333,1.959699424,-41.625,0.0007,0.00054,212.3510825,-108.3590065,-0.066692791,-56.90625381,,0.018363513,19,0.0349,0.053578889,0.04568,0.452961354,0.037854854,1.905344839,-42.40625381,0.00066,0.00056,204.6826604,-107.4255202,-0.504139997,0.050539084,0.139646426,0.60684,0,0.048869074,0.299015519,0.025272667,0.237879801,0.526959766,0.056586799,1.013586957,1.03125,0.890236607,0.936631006,0.997938207,0.939350186,0.937694708,0.021400227,-0.656246185,-0.46875,-17.875,-14.40625,-17.21875381,-13.9375,51.375,52.15625381,7.001820473,33.53454058,0.313820869,,,,,,,,,
611901177,3.419523782,-39.625,0.00086,0.00079,298.2839647,-87.48107593,-1.142761606,18,-14.87500381,-10.71875381,65.60937786,2.714652249,-43.43750191,0.00065,0.000583333,323.0797862,-119.03672,-1.869057592,-10.5572923,67.05729485,-65.54328338,20,0.161159737,0.232031107,0.04514,1.717913906,-96.90625,436.4423156,0.015345015,0.03774,8,0.137217143,3.12687108,-44.65625,0.00082,0.00076,252.9028609,-80.88048866,-1.422187603,,,0.007700917,28,0.00754,0.035424444,0.03422,0.165995991,0.01126255,2.866791177,-45.0625,0.00054,0.00052,441.1274636,-153.87499,-0.450731622,0.123106061,0.041640982,0.96642,0,0.010391717,0.275811296,0.01722271,0.056725849,0.941965073,0.045113829,0.814272782,1.292682927,0.737034037,0.747672319,1.255208413,0.858642493,0.951544592,0.092422592,-4.875,-0.687503815,-11.8125,-6.843753815,-6.9375,-6.15625,56.65625,85.06250381,7.548309179,47.93863854,0.854535599,,,,,,,,,
636982263,2.071591536,-42.54687881,0.00072,0.0006,255.5303998,-123.3515661,-1.031341302,36.75,-20.65625,-19.5,64.82812977,2.229966248,-44.83928789,0.000728571,0.000611429,255.7789621,-114.7146951,-1.301920453,-18.16964558,63.39732415,-66.9673317,40,0.483072443,0.244236141,0.03308,1.142727891,-92.5,224.2188156,0.012988007,0.12072,12,0.078696364,2.204274592,-44.03125,0.00072,0.0006,277.5247008,-125.9029622,-0.544114328,-59.43750381,-58.15625,0.007626122,34,0.01478,0.029018788,0.02816,0.195638528,0.004723338,2.199571383,-45.21875,0.0007,0.0006,257.5158539,-117.0754702,-0.445670793,0.070852535,0.160333633,0.06862,0,0.030460399,0.240895669,0.026879836,0.23065945,0.945452066,0.188169068,0.913545347,1,0.885834358,1.005132191,0.959339266,0.969481902,0.948591262,0.043541015,-0.843757629,-0.53125,-20.03125763,-15.90625381,-19.1875,-15.37500381,68.62500191,64.21875191,11.78133836,47.08097928,0.10765189,,,,,,,,,
636991760,2.377430035,-36.75000191,0.00098,0.0009,177.7060138,-74.77271688,0.209481824,128.4374962,-8.703125,-8.468751907,68.17187691,2.259440343,-38.79166794,0.0009,0.00078,193.1251622,-85.48530749,-1.233033311,-12.76041794,69.09375254,-65.9222491,90,0.140510951,0.173734441,0.0408,0,-86.25000763,144.0340132,0.008154769,0.03586,1,,2.34954316,-39.18750381,0.00088,0.00082,195.4103352,-83.16950229,-0.568003922,-47.56250381,-45.96875381,,1,0.03776,,,,,2.305077791,-36.90625381,0.00088,0.0008,192.4196771,-83.47643532,0.462981774,,0.075934544,0.7402,0,0.184457962,0.575489505,0.099282467,0.56440344,0.905915272,0.319845575,8.991165102,1.186046512,0.807092666,0.763369491,0.976635628,0.960993016,0.940236275,0.008720752,-0.281246185,-0.375,-8.656246185,-8.468746185,-8.375,-8.093746185,69.37500381,68.90625381,,,,,,,,,,,,
642857999,1.825244838,-29.57812595,0.00063,0.00048,278.1344083,-152.3717724,0.606928534,57.56249809,-30.56250286,-30.29687595,56.03125286,2.178794732,-40.21093941,0.00053,0.00045,392.1343952,-180.005158,-0.232815609,-20.27343941,70.03906584,-61.87937424,40,0.418513893,0.191313237,0.0644,0.912092734,-83.50000763,193.489641,0.01702556,0.0968,1,,2.172128394,-33.75,0.00058,0.00046,351.0590714,-161.6198529,-0.345418401,-60.09375381,,0.055290965,19,0.02376,0.052793333,0.04825,0.480948841,0.013031576,2.248964067,-35.5,0.00056,0.00046,373.5173824,-166.0841932,-0.014653381,0.013107591,0.259941876,0.15376,0,0.048712609,0.25899317,0.026697484,0.318706521,0.587861795,0.220143279,10.31553398,1.142857143,0.82610392,0.914041253,0.933806147,0.878513201,1.001059819,0.010705882,-0.40625,-0.218746185,-26.75000381,-25.03125,-26.34375381,-24.81250381,62.96875191,66.28125191,,46.9043152,0.136846257,,,,,,,,,
642966524,1.760853685,-44.3958346,0.00046,0.000373333,344.6269025,-193.9149114,0.048432023,129.2916667,-20.87500127,-20.39583588,60.33333619,1.905857071,-46.66406536,0.000395,0.000335,440.4758514,-231.1376108,-0.659265625,-19.34374905,66.45312834,-66.3031038,130,0.551054852,0.094792075,0.07012,0,-80.46875,117.1876863,0.008435358,0.03,1,,1.749291418,-35.93750381,0.00042,0.00032,383.039267,-218.9682423,0.189261669,-62.93750381,,0.039211808,29,0.01018,0.033662143,0.02546,0.982325776,0.019236178,1.874584088,-43.34375381,0.0004,0.00034,429.1161573,-228.9127279,1.089394809,0.007397179,0.317534983,0.08646,2.393330313,-0.022513679,0.410786842,0.023125062,0.039211808,1.029659046,0.101869361,0.91675411,1.047619048,0.941370856,0.948371453,0.957317073,0.982272459,1.001952291,0.022835719,-0.21875,-0.3125,-27.21875,-20.06249619,-27,-19.74999619,58.34375381,65.09375572,,55.30973451,,,,,,,,,,
643397120,1.52825926,-28.56250191,0.0005,0.00038,290.858729,-190.3202792,0.510052954,126.9999924,-28.65625191,-28.43750191,54.59375381,1.731305126,-33.68750381,0.0004,0.00034,398.3812179,-230.104568,0.924882759,-23.46875,63.90625572,-65.29831272,50,0.386363636,0.078391999,0.07012,0,-81.62500763,166.9642776,0.012000701,0.05774,2,0.01112,1.748322086,-35.53125381,0.00042,0.00034,431.8350804,-246.9997284,0.845628966,-57.87500381,-49.84375,0.192018367,7,0.02236,0.0453,0.05957,0.579959162,0.098461292,1.785147487,-35.5625,0.0004,0.00034,416.4363464,-233.2783983,1.347265803,0.02224226,0.124091551,0.10848,0,0.109173203,0.22378599,0.053255716,0.192018367,0.579959162,0.098461292,9.10326087,1.15,0.83886131,0.906418666,0.921985759,0.880492199,1.015275437,0.02224226,-0.1875,-0.125,-23.1875,-21.84375381,-23,-21.71875381,68.37500381,66.40625191,89.92805755,136.239782,,,,,,,,,,
643583126,2.23532594,-30.71875191,0.00068,0.00054,284.3689517,-127.2158778,-2.548097801,24.375,-27.21875191,-24.46874809,60.84375381,2.502018745,-38.81250381,0.00058,0.00052,364.749613,-145.7821264,-1.508437678,-15.6875,73.25000381,-57.55021159,29.99999809,0.520454532,0.057814389,0.06638,0,-85.3125,271.9864845,0.014532152,0.04882,10,0.097244444,2.185467552,-33,0.0008,0.0006,200.4596391,-91.72391462,-0.983193009,-56.68750381,,0.008698203,27,0.01832,0.036983846,0.0383,0.116435185,0.000562834,2.48140964,-35.3125,0.00052,0.00048,411.0581616,-165.6550998,-0.768775321,0.108321024,0.162457794,0.08946,0,0.013420139,0.119888518,0.00084799,0.02654572,0.121925825,0.001524949,1.155141155,0.975,0.993278272,1.015184418,1.058355519,0.999053146,1.003867336,0.05281869,-1.749996185,-2.500003815,-25.3125,-17.53125381,-23.56250381,-15.03125,44.78125,75.71875381,12.95001295,38.02281369,,,,,,,,,,
643599478,3.296394857,-39.203125,0.00069,0.00065,361.9290656,-109.7979182,-0.61765754,42.6875,-12.54687881,-7.328126907,75.96875,2.991273773,-35.2239596,0.00062,0.00055,375.5261256,-125.5954949,-1.340626197,-11.9270846,70.48437691,-66.42925679,29.99999809,0.422727262,0.014615962,0.09658,0,-100.9687576,309.8772764,0.017480763,0.1281,7,0.142256667,3.345752211,-44.40625381,0.00068,0.00066,362.7974807,-108.435251,-0.382529241,-46.53125381,,0.014990511,25,0.0278,0.038744167,0.03968,0.17719462,0.002590882,3.195749005,-37.90625,0.00066,0.00062,359.0826881,-112.3626065,-0.177923466,0.217833399,0.008967757,0.86108,0,0.02239761,0.149550865,0.004394291,0.042263657,0.220763176,0.010840524,1.294393334,1.058823529,0.968517295,0.931688482,0.996422292,0.988036509,0.996623903,0.129956945,-6.09375,-1.03125,-7.96875,-8.625003815,-1.875,-7.593753815,79.34375381,72.75,8.679048776,38.97116134,,,,,,,,,,
645081058,1.454559404,-26.06250191,0.00032,0.00025,431.8594639,-296.8901939,2.441820649,165.5,-24.87500191,-24.765625,56.04687786,1.539631364,-33.18750381,0.00029,0.00026,522.3739283,-339.2860544,1.687318508,-19.09375,66.62500572,-54.75971574,140,0.4875,0.147367671,0.07246,0,-60.84375381,68.41517985,0.008314741,0.06828,4,0.089366667,1.505201364,-27.3125,0.00032,0.00026,474.8520172,-315.4740811,4.144939828,-50.46875381,-44.78125381,0.014962425,24,0.0267,0.040656522,0.0413,0.164773191,0.000537789,1.498139724,-27.28125,0.0003,0.00024,473.242788,-315.88695,4.136498905,0.013186813,0.212091267,0.08698,0,0.058658361,0.174858689,0.014189751,0.249333306,0.44270015,0.068715263,1.179759377,1.066666667,0.970753919,0.993338712,1.002840909,0.954181055,0.993239016,0.013186813,-0.15625,-0.0625,-23.5625,-23.62500381,-23.40625,-23.56250381,59.78125,60.28125,19.37984496,35.38570418,,,,,,,,,,
650074256,1.609628149,-32.71875,0.00038,0.00032,384.9517848,-239.1557237,-0.139589583,80.25,-25.62500381,-25.15625381,57.46875191,1.775407671,-44.68750191,0.00034,0.00029,555.3377356,-315.1155124,-0.424569133,-15.37500191,78.50000381,-65.76362402,80,0.487500037,0.11164657,0.05728,0,-81.59375,124.5313585,0.010893664,0.04032,18,0.055501176,1.730665443,-37.21875381,0.00036,0.0003,455.0769228,-262.9491012,0.713428169,-58.75000381,-54.96875381,0.004102305,42,0.01652,0.023912195,0.02398,0.107106603,0.000420122,1.753467019,-40.1875,0.00034,0.0003,479.5566877,-273.4905661,0.210067984,0.043847242,0.11661087,0.10304,0,0.006403179,0.080955298,0.000440772,0.011987346,0.131743153,0.000599167,1.040160643,1.055555556,0.970984709,0.976723933,0.983833719,1.007556572,1.002133333,0.02189781,-0.25,-0.25,-21.625,-19,-21.375,-18.75,64.28125572,67.56250191,22.31146809,49.06771344,,1.026877165,0.40008962,0.80017924,2.242442131,2.183749199,0.40008962,-0.702042818,-0.702042818,0
650074908,1.932708996,-43.71875,0.00074,0.00066,248.2385546,-128.4407301,-1.026931536,15.125,-13.53125381,-12.81250381,74.68750191,2.109246076,-43.69791921,0.00068,0.0006,293.560644,-139.1912819,-0.732847368,-14.92708333,76.61458715,-60.48006973,20,0.6875,0.289227396,0.11484,6.536485,-129.3750153,744.0622542,0.02332305,0.03666,9,0.10831,1.969564651,-44.1875,0.0007,0.0006,275.4567049,-139.8566453,-0.41636666,-54.65625381,-54.875,0.034685847,9,0.03666,0.10831,0.10379,0.210314239,0.008169285,1.969564651,-44.1875,0.0007,0.0006,275.4567049,-139.8566453,-0.41636666,0.018042725,0.292750061,0.24154,0,0.020753737,0.201021184,0.004844296,0.034685847,0.210314239,0.008169285,1.215630885,1.142857143,0.714530213,0.839072916,0.847953276,0.925742574,0.958605667,0.018042725,-0.374996185,-0.374996185,-13.5625,-13.5625,-13.18750381,-13.18750381,76.25,76.25,11.77578898,11.77578898,,1.010837197,0.400119236,1.000298089,8.303408623,8.214387894,0.400119236,-0.211968482,-0.211968482,0
650076320,1.677138359,-28.65625191,0.00048,0.00038,323.1697304,-192.6911568,0.904819443,95.125,-25.37500191,-25.24999809,59.06250381,1.876327189,-38.45312691,0.0004,0.00035,446.9635781,-238.2086773,-0.059026202,-15.96875191,74.06250191,-55.14302483,80,0.547727262,0.364023894,0.04438,0.884644453,-68.28125763,113.1250933,0.010619282,0.13106,5,0.162715,1.928433445,-33.40625,0.00048,0.0004,354.9514048,-184.0620456,0.082011575,-52.96875,,0.008424826,28,0.038,0.035228889,0.03406,0.150669632,0.003136981,1.903794861,-29.40625191,0.0005,0.0004,326.4894324,-171.4940192,0.428497336,0.03337668,0.064003177,0.09848,0,0.0270537,0.16323651,0.00489965,0.093199522,0.247308247,0.013606703,1.756350682,1.041666667,0.919495718,0.948396677,0.965625002,0.899906512,0.991783967,0.006878913,-0.281246185,-0.218746185,-20.125,-23.15624809,-19.84375381,-22.93750191,63.40625191,57.65625381,7.744733581,33.71544167,0.081962127,1,0.400081617,0.800163233,1.088171005,1.088171005,7.601550716,0.765777111,0.765777111,0.017498847
650077366,1.933642012,-41.84375381,0.0006,0.00052,318.0093728,-164.4613485,-0.27461326,17.125,-14.6875,-14.34375,78.40625763,1.887954641,-43.44531441,0.000545,0.00048,314.1915154,-166.4347308,-0.879532668,-13.3828125,76.00000191,-55.1478035,10,0.447457627,0.123877831,0.08634,1.414019844,-93.59375763,314.2187893,0.02560796,0.18386,2,0.28134,2.035151863,-41.90625381,0.0006,0.00054,308.8342137,-151.74996,-0.598616034,-55.00000381,-54.68750381,0.020143587,22,0.01364,0.046014286,0.04328,0.323978203,0.002189769,1.906760394,-43.34375381,0.00056,0.0005,318.4266472,-166.9987735,0.700459426,0.025261546,,,,0.03046409,0.199084825,0.00404938,0.059947836,0.346131113,0.006929178,1.174697365,1.103448276,0.83855257,0.872022245,0.942779298,0.939189189,0.962359485,0.011446091,-0.9375,-0.437503815,-14.5,-12.9375,-13.5625,-12.49999619,77.65625381,76.68750381,3.554418142,28.57142857,0.808269013,1,0.400081617,1.20024485,3.531081438,3.531081438,4.000816166,-0.182269916,-0.182269916,0.019362747
